CHAT: Feb 28 03:10:48 {name  = "Bad Idea Hat", ucid = "bbf19995f3fd39fb3a7efda3063b4b66", ip = "184.54.123.71:64220", id = 5} said "-motd" to all (output suppressed by Slmod)
CHAT: Feb 28 15:56:32 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.76.82:40431", id = 25} said "no street racing on runway Xd" to all
CHAT: Feb 28 15:57:30 {name  = "ChadMcdouche", ucid = "9837610eed650d524af40d16034e547a", ip = "84.217.127.6:60724", id = 12} said "Hi, this is KC-130, welcomet to Jackass... Intend to fuel, instantly drops under clouds circling" to all
CHAT: Feb 28 15:57:31 {name  = "Testos", ucid = "ba0a160667c5776fe865230174692a5c", ip = "144.172.180.97:64507", id = 26} said "11000" to all
CHAT: Feb 28 15:57:51 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.76.82:40431", id = 25} said "yeah its annoying" to all
CHAT: Feb 28 15:58:56 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.76.82:40431", id = 25} said "-admin spec MikeLeeuwarden NL" to all (output suppressed by Slmod)
CHAT: Feb 28 15:58:56 {name  = "CHAMPI 1-1 | quatre", ucid = "3242cd6753a6ae63df2fec5793eabcbb", ip = "78.62.3.22:50116", id = 2} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:54142", id = 3} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Chimp 1-2 | Cum", ucid = "abc9d48680ef7419a7addbf1efb48326", ip = "88.0.211.1:63021", id = 4} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "knightGTF", ucid = "afb09dd492d7fad2ade223462af697c5", ip = "126.162.218.126:49346", id = 5} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Cobra 101 | GreenDotSpeed", ucid = "c39f77d62f6c9e41049c09f8c227d2da", ip = "176.202.105.236:64999", id = 6} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "MikeLeeuwarden NL", ucid = "7dcc4b8087daf1c1eea446973c8c8d3e", ip = "86.93.229.170:55278", id = 7} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "TERROR1", ucid = "46edbed32c0232857343890470c25b16", ip = "95.151.142.72:49965", id = 8} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "CzechAirForce_Hans", ucid = "2d9b4dc3736793cc01c2f0d32b3a5820", ip = "90.176.146.164:55361", id = 9} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Magic 1-1 | MagicRatt", ucid = "7fc5d4d2d55fdab9a679a190ef87576f", ip = "96.250.175.3:55298", id = 10} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Warwolf 01", ucid = "de3d93d0a68f512859258d50c14ca0e9", ip = "92.184.102.122:49888", id = 11} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "ChadMcdouche", ucid = "9837610eed650d524af40d16034e547a", ip = "84.217.127.6:60724", id = 12} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "_vetica", ucid = "53be158491ac9c0c298ebb942c538bb4", ip = "178.39.111.236:52261", id = 13} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Struger", ucid = "ee180fcf62694aee2422d4c2541f901b", ip = "83.11.176.164:53527", id = 14} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Falcon18", ucid = "0b2ad4d171f39c91990a92a195353c2f", ip = "92.107.56.25:59440", id = 15} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "johnpapa", ucid = "70642aeb67b8ee8732d9e510ce23f77d", ip = "83.249.21.22:60068", id = 16} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:52357", id = 17} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Doper", ucid = "502a518c402a842b427d09340366518e", ip = "79.131.226.19:55317", id = 18} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Drangon 1-1 | COLD_3GG", ucid = "87d25bde85b50feaf49e9b2981f2a65f", ip = "151.50.7.212:57392", id = 20} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Ghostriderrr", ucid = "36dab71155ccd44d29bffa27b4b2b8c5", ip = "77.236.208.121:50000", id = 21} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Shekel 1-2 |[115✡︎]Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "188.222.85.221:50130", id = 22} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Yellow 1.3 / Nowings", ucid = "b9f3d2d83d3ccc322785ba20e21759f3", ip = "79.225.168.246:49951", id = 23} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Razior", ucid = "923adfdc9343841b0ca28b70b9316a90", ip = "46.1.73.237:51721", id = 24} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.76.82:40431", id = 25} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Testos", ucid = "ba0a160667c5776fe865230174692a5c", ip = "144.172.180.97:64507", id = 26} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Lonzeu13", ucid = "f620381987793db35f1a0205c19255cc", ip = "91.23.167.101:53393", id = 27} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "KABASAKAL", ucid = "a5566320e4dc49b1901f4fdf99a1a7cd", ip = "82.222.132.133:54189", id = 28} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "polacus", ucid = "2c1bb1b92d32095288b062d93fe316d7", ip = "80.102.46.188:52792", id = 29} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "OrbitalStrike_04(RH)", ucid = "494cb1308401a93378b8bade57eea012", ip = "2.203.70.173:64995", id = 31} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Bishop", ucid = "cc250861eec6e00ac75452f84d0f3006", ip = "46.196.68.153:64301", id = 32} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "TERROR 2", ucid = "a45def64cd10576108e5735a44f6aaa1", ip = "94.2.71.177:52416", id = 33} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "DevilDelight", ucid = "ca4bdbfd8870f7b7648dd2686db6169c", ip = "213.22.240.211:64928", id = 34} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "mashal36", ucid = "44c1e128fbdabfbabd91d592efeadf07", ip = "82.178.202.133:39849", id = 35} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "IceFoxGM", ucid = "9b3eeac6bb8360ffae9f3e87c8e2bcba", ip = "91.38.116.81:56835", id = 36} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "Nacho09", ucid = "75cd66b06e0cd7b18e240bc309879879", ip = "188.26.196.166:52480", id = 37} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "VigPlane01", ucid = "09f17f37d2ef64ff05947a3cb1efb424", ip = "91.171.80.250:31262", id = 38} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "icewolf9000", ucid = "af500e34fb81780103de356d1316b778", ip = "173.59.34.224:50019", id = 39} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:58:56 {name  = "TIBZ66", ucid = "cef30799be5bed6c491c3145e6d58727", ip = "86.227.139.91:56387", id = 40} said "Slmod: server admin "Wizard | Archer ↭" kicked player "MikeLeeuwarden NL" to spectators." to all
CHAT: Feb 28 15:59:28 {name  = "Yellow 1.3 / Nowings", ucid = "b9f3d2d83d3ccc322785ba20e21759f3", ip = "79.225.168.246:49951", id = 23} said "good luck" to all
CHAT: Feb 28 16:01:13 {name  = "Testos", ucid = "ba0a160667c5776fe865230174692a5c", ip = "144.172.180.97:64507", id = 26} said "gota go by was fun" to all
CHAT: Feb 28 16:01:44 {name  = "Ghostriderrr", ucid = "36dab71155ccd44d29bffa27b4b2b8c5", ip = "77.236.208.121:50000", id = 21} said "ahoj Hansi ukaz tu 21 co umi" to all
CHAT: Feb 28 16:01:45 {name  = "Ghostriderrr", ucid = "36dab71155ccd44d29bffa27b4b2b8c5", ip = "77.236.208.121:50000", id = 21} said "dik" to all
CHAT: Feb 28 16:01:49 {name  = "Ghostriderrr", ucid = "36dab71155ccd44d29bffa27b4b2b8c5", ip = "77.236.208.121:50000", id = 21} said "koukam na tebe" to all
CHAT: Feb 28 16:02:46 {name  = "ChadMcdouche", ucid = "9837610eed650d524af40d16034e547a", ip = "84.217.127.6:60724", id = 12} said "is someone messing with combined arms on the tankers?" to all
TEAM HIT: Feb 28 16:05:10 {players = {1 = {name  = "_vetica", ucid = "53be158491ac9c0c298ebb942c538bb4", ip = "178.39.111.236:52261", id = 13}1 = {name = TheLuckyHD with F-16CM bl.50
TEAM HIT: Feb 28 16:05:11 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM HIT: Feb 28 16:05:11 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM HIT: Feb 28 16:05:12 {players = {1 = {name  = "_vetica", ucid = "53be158491ac9c0c298ebb942c538bb4", ip = "178.39.111.236:52261", id = 13}1 = {name = TheLuckyHD with F-16CM bl.50
TEAM HIT: Feb 28 16:05:12 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM HIT: Feb 28 16:05:12 {players = {1 = {name  = "_vetica", ucid = "53be158491ac9c0c298ebb942c538bb4", ip = "178.39.111.236:52261", id = 13}1 = {name = TheLuckyHD with F-16CM bl.50
TEAM HIT: Feb 28 16:05:12 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM HIT: Feb 28 16:05:13 {players = {1 = {name  = "_vetica", ucid = "53be158491ac9c0c298ebb942c538bb4", ip = "178.39.111.236:52261", id = 13}1 = {name = TheLuckyHD with F-16CM bl.50
TEAM HIT: Feb 28 16:05:13 {players = {1 = {name  = "_vetica", ucid = "53be158491ac9c0c298ebb942c538bb4", ip = "178.39.111.236:52261", id = 13}1 = {name = TheLuckyHD with F-16CM bl.50
TEAM HIT: Feb 28 16:05:13 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM HIT: Feb 28 16:05:13 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM HIT: Feb 28 16:05:14 {players = {1 = {name  = "_vetica", ucid = "53be158491ac9c0c298ebb942c538bb4", ip = "178.39.111.236:52261", id = 13}1 = {name = TheLuckyHD with F-16CM bl.50
TEAM HIT: Feb 28 16:05:14 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM HIT: Feb 28 16:05:15 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM HIT: Feb 28 16:05:15 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "46.5.18.196:1197", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM HIT: Feb 28 16:05:15 {players = {1 = {name  = "_vetica", ucid = "53be158491ac9c0c298ebb942c538bb4", ip = "178.39.111.236:52261", id = 13}1 = {name = TheLuckyHD with F-16CM bl.50
CHAT: Feb 28 16:05:24 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "hell yea bro everyone working together" to all
TEAM KILL: Feb 28 16:06:06 {players = {1 = {name  = "TheLuckyHD", ucid = "63e163e85b9426dad97a21218d74d89f", ip = "nil", id = 19}1 = {name = _vetica with F-16CM bl.50
TEAM KILL: Feb 28 16:08:08 {players = {1 = {name  = "_vetica", ucid = "53be158491ac9c0c298ebb942c538bb4", ip = "nil", id = 13}1 = {name = TheLuckyHD with F-16CM bl.50
CHAT: Feb 28 16:08:25 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "someone hitting that patriot site is still up" to all
TEAM HIT: Feb 28 16:09:08 {players = {1 = {name  = "MikeLeeuwarden NL", ucid = "7dcc4b8087daf1c1eea446973c8c8d3e", ip = "86.93.229.170:55278", id = 7}1 = {name = Yellow 1.3 / Nowings with F-16CM bl.50
TEAM KILL: Feb 28 16:09:13 {players = {1 = {name  = "MikeLeeuwarden NL", ucid = "7dcc4b8087daf1c1eea446973c8c8d3e", ip = "nil", id = 7}1 = {name = Yellow 1.3 / Nowings with F-16CM bl.50
CHAT: Feb 28 16:09:34 {name  = "Yellow 1.3 / Nowings", ucid = "b9f3d2d83d3ccc322785ba20e21759f3", ip = "79.225.168.246:49951", id = 23} said "you stupid dutch honk" to all
CHAT: Feb 28 16:09:54 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.76.82:40431", id = 25} said "be respectful on the chat" to all
CHAT: Feb 28 16:09:58 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "lmao" to all
CHAT: Feb 28 16:10:01 {name  = "Yellow 1.3 / Nowings", ucid = "b9f3d2d83d3ccc322785ba20e21759f3", ip = "79.225.168.246:49951", id = 23} said "-
punish" to all
CHAT: Feb 28 16:10:20 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.76.82:40431", id = 25} said "what did he do?" to all
CHAT: Feb 28 16:10:22 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "-punish" to all (output suppressed by Slmod)
CHAT: Feb 28 16:10:29 {name  = "Yellow 1.3 / Nowings", ucid = "b9f3d2d83d3ccc322785ba20e21759f3", ip = "79.225.168.246:49951", id = 23} said "after a lot of teamkills its hard to be respectfull" to all
CHAT: Feb 28 16:11:11 {name  = "Wizard 1-1 | Archer ↭", ucid = "7c9df90d395f404aabfcd0e22e6d96ae", ip = "78.173.76.82:40431", id = 25} said "there are 2 admins online right now just tell what happened and they will do whats necesarry" to all
CHAT: Feb 28 16:11:49 {name  = "Yellow 1.3 / Nowings", ucid = "b9f3d2d83d3ccc322785ba20e21759f3", ip = "79.225.168.246:49951", id = 23} said "rgr" to all
TEAM HIT: Feb 28 16:13:28 {players = {1 = {name  = "Razior", ucid = "923adfdc9343841b0ca28b70b9316a90", ip = "46.1.73.237:51721", id = 24}1 = {name = SOUTH CVN with F/A-18C Lot 20
CHAT: Feb 28 16:14:18 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "about to be broken arrow on senaki" to all
CHAT: Feb 28 16:15:25 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "oi oi jets comingfrom north" to all
TEAM KILL: Feb 28 16:23:39 {players = {1 = {name  = "MikeLeeuwarden NL", ucid = "7dcc4b8087daf1c1eea446973c8c8d3e", ip = "nil", id = 7}1 = {name = 06_SOCHI_M2000-1-1 with Mk-84
TEAM HIT: Feb 28 16:23:47 {players = {1 = {name  = "IceFoxGM", ucid = "9b3eeac6bb8360ffae9f3e87c8e2bcba", ip = "91.38.116.81:56835", id = 36}1 = {name = BLUE_SENAKI#001-05 with AGM-65F
TEAM KILL: Feb 28 16:23:47 {players = {1 = {name  = "IceFoxGM", ucid = "9b3eeac6bb8360ffae9f3e87c8e2bcba", ip = "nil", id = 36}1 = {name = BLUE_SENAKI#001-05 with AGM-65F
CHAT: Feb 28 16:27:53 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "falcon" to all
CHAT: Feb 28 16:27:59 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "im dumping fuel to 50%" to all
CHAT: Feb 28 16:29:04 {name  = "BraydenM8", ucid = "eb2e9de57675fa50eb4a078ce084fb01", ip = "75.137.140.186:50131", id = 38} said "hellow fellow hornet" to all
CHAT: Feb 28 16:31:26 {name  = "Falcon18", ucid = "0b2ad4d171f39c91990a92a195353c2f", ip = "92.107.56.25:59571", id = 14} said "ok Tank" to all
CHAT: Feb 28 16:31:37 {name  = "Shekel 1-2 |[115✡︎]Calgon", ucid = "ff5cfd4ed40ba2b5ca643d349567b69a", ip = "188.222.85.221:50130", id = 22} said "-motd" to all (output suppressed by Slmod)
CHAT: Feb 28 16:31:42 {name  = "Falcon18", ucid = "0b2ad4d171f39c91990a92a195353c2f", ip = "92.107.56.25:59571", id = 14} said "I'm 100%" to all
CHAT: Feb 28 16:32:04 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:54142", id = 3} said "Guys please check the runway before taxi lol" to all
CHAT: Feb 28 16:32:15 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "falcon u lead ill follow" to all
CHAT: Feb 28 16:32:18 {name  = "Mart57", ucid = "69ba9a483a011f2c0628eda482e7b0fe", ip = "82.29.164.82:52357", id = 17} said "HI FELLOW HORNET" to all
CHAT: Feb 28 16:32:22 {name  = "Falcon18", ucid = "0b2ad4d171f39c91990a92a195353c2f", ip = "92.107.56.25:59571", id = 14} said "ok" to all
CHAT: Feb 28 16:33:48 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:54142", id = 3} said "Hans please don't take off from the Taxiway like that there's a few people on it." to all
CHAT: Feb 28 16:34:11 {name  = "CzechAirForce_Hans", ucid = "2d9b4dc3736793cc01c2f0d32b3a5820", ip = "90.176.146.164:56362", id = 9} said "yeah i saw" to all
CHAT: Feb 28 16:34:14 {name  = "CzechAirForce_Hans", ucid = "2d9b4dc3736793cc01c2f0d32b3a5820", ip = "90.176.146.164:56362", id = 9} said "werent in the way" to all
CHAT: Feb 28 16:34:23 {name  = "[115AGR✡] Linda", ucid = "4ae0a986e141046d217b55d089f83ab9", ip = "2.26.173.204:54142", id = 3} said "Regardless please dont." to all
CHAT: Feb 28 16:34:27 {name  = "CzechAirForce_Hans", ucid = "2d9b4dc3736793cc01c2f0d32b3a5820", ip = "90.176.146.164:56362", id = 9} said "aight" to all
CHAT: Feb 28 16:35:04 {name  = "Falcon18", ucid = "0b2ad4d171f39c91990a92a195353c2f", ip = "92.107.56.25:59571", id = 14} said "I forgot to change waypoint" to all
CHAT: Feb 28 16:35:15 {name  = "Hawg 1-2 | Tank", ucid = "eb96367b423cd312c49b6c554813ad0e", ip = "210.182.146.13:55384", id = 30} said "falcon check flaps" to all
